date,macd,signal,hist,merged_signal
2022-07-29,-1.575100727910268,-1.6272135987161545,0.0521128708058864,
2022-08-01,-1.8126836655797265,-1.664307612088869,-0.1483760534908573,sell
2022-08-02,-2.019648261581977,-1.735375741987491,-0.2842725195944868,
2022-08-03,-2.17952481672242,-1.8242055569344768,-0.3553192597879435,
2022-08-04,-2.157895054319937,-1.8909434564115688,-0.2669515979083681,
2022-08-05,-1.7876962939838847,-1.870294023926032,0.0825977299421474,buy
2022-08-08,-1.58018790575494,-1.8122728002918136,0.2320848945368738,
2022-08-09,-1.4682062579316266,-1.7434594918197766,0.2752532338881499,
2022-08-10,-1.239295208976813,-1.6426266352511838,0.4033314262743708,
2022-08-11,-0.7602418776421302,-1.4661496837293733,0.705907806087243,
2022-08-12,-0.4640007561959578,-1.2657198982226905,0.8017191420267324,
2022-08-15,-0.462740609693185,-1.1051240405167893,0.6423834308236043,
2022-08-16,-0.3982462999295535,-0.9637484923993422,0.5655021924697887,
2022-08-17,-0.4652294327366064,-0.8640446804667951,0.3988152477301886,
2022-08-18,-0.3456836885513894,-0.7603724820837139,0.4146887935323244,
2022-08-19,-0.0039805136079849,-0.6090940883885682,0.6051135747805833,
2022-08-22,0.1696499569443688,-0.4533452793219807,0.6229952362663496,
2022-08-23,0.2542932035942726,-0.3118175827387301,0.5661107863330028,
2022-08-24,0.7444918361137809,-0.1005556989682279,0.8450475350820088,
2022-08-25,1.66171877798962,0.2518991964233417,1.4098195815662782,
2022-08-26,2.342261609624586,0.6699716790635906,1.6722899305609955,
2022-08-29,2.7219203909953364,1.0803614214499395,1.6415589695453967,
2022-08-30,2.970804958838528,1.4584501289276577,1.5123548299108704,
2022-08-31,2.8503492218628708,1.7368299475147002,1.1135192743481706,
2022-09-01,2.409988183242461,1.8714615946602529,0.5385265885822088,
2022-09-02,1.9114718346567656,1.879463642659556,0.0320081919972101,
2022-09-05,1.3212214551704449,1.7678152051617335,-0.4465937499912886,sell
2022-09-06,1.2218375800154035,1.6586196801324675,-0.436782100117064,
2022-09-07,0.8197352552641348,1.490842795158801,-0.6711075398946662,
2022-09-08,0.3844729181482762,1.269568819756696,-0.8850959016084199,
2022-09-09,-0.0686183478900375,1.0019313862273496,-1.070549734117387,
2022-09-12,-0.4619107261492274,0.7091629637520342,-1.1710736899012617,
2022-09-13,-0.5597675954275303,0.4553768519161214,-1.0151444473436515,
2022-09-14,-0.5598575346577661,0.2523299746013439,-0.81218750925911,
2022-09-15,-0.3932059766796385,0.1232227843451474,-0.516428761024786,
2022-09-16,-0.3913769101534399,0.0203028454454299,-0.4116797555988698,
2022-09-19,-0.3711247707365999,-0.057982677790976,-0.3131420929456238,
2022-09-20,-0.3334785102734088,-0.1130818442874626,-0.2203966659859462,
2022-09-21,-0.1717502035256188,-0.1248155161350938,-0.046934687390525,
2022-09-22,-0.1188662001929969,-0.1236256529466744,0.0047594527536775,buy
2022-09-23,0.1744060668076485,-0.0640193089958098,0.2384253758034584,
2022-09-26,1.1344979447505352,0.1756841417534591,0.958813802997076,
2022-09-27,1.986256562002097,0.5377986258031868,1.4484579361989105,
2022-09-28,2.8722639508800683,1.0046916908185632,1.867572260061505,
2022-09-29,3.601104338737372,1.523974220402325,2.077130118335047,
2022-09-30,4.081636217101504,2.035506619742161,2.0461295973593434,
2022-10-03,4.203401805938341,2.469085656981397,1.7343161489569443,
2022-10-04,4.353008443278441,2.845870214240806,1.5071382290376345,
2022-10-05,4.35041525665568,3.1467792227237807,1.203636033931899,
2022-10-06,4.229404466490792,3.3633042714771832,0.8661001950136082,
2022-10-07,4.021781716743476,3.4949997605304417,0.5267819562130343,
