date,open,high,low,close,volume,sma_20,upper_bb,lower_bb,merged_signal
2024-02-13,183.99,187.26,182.1087,184.02,86759478.0,184.02,,,nan
2024-02-12,192.11,194.73,187.28,188.13,95498597.0,186.075,191.8874177413534,180.26258225864657,nan
2024-02-09,190.18,194.12,189.48,193.57,84476347.0,188.57333333333335,198.1541544533279,178.9925122133388,nan
2024-02-08,189.0,191.6171,185.58,189.56,83034043.0,188.82,196.7046855781741,180.9353144218259,nan
2024-02-07,188.18,189.79,182.68,187.58,111535217.0,188.572,195.48982335709724,181.65417664290277,nan
2024-02-06,177.21,186.49,177.11,185.1,122675954.0,187.99333333333334,194.79932677049348,181.1873398961732,nan
2024-02-05,184.26,184.68,175.01,181.06,134294447.0,187.00285714285715,195.13123307154643,178.87448121416787,nan
2024-02-02,185.04,188.69,182.0,187.91,110612672.0,187.11625,194.6689519763034,179.56354802369663,nan
2024-02-01,188.5,189.88,184.28,188.86,91843275.0,187.31,194.4699092173016,180.1500907826984,nan
2024-01-31,186.995,193.97,185.8459,187.29,103221430.0,187.308,194.0584389980702,180.5575610019298,nan
2024-01-30,195.33,196.3593,190.61,191.59,109982327.0,187.69727272727275,194.6022743400696,180.79227111447588,nan
2024-01-29,185.63,191.48,183.67,190.93,125013148.0,187.96666666666667,194.80977246518367,181.12356086814967,nan
2024-01-26,185.5,186.78,182.1,183.25,107343231.0,187.60384615384615,194.65870045643592,180.54899185125637,nan
2024-01-25,189.7,193.0,180.06,182.63,198076787.0,187.24857142857144,194.52942031036815,179.96772254677472,nan
2024-01-24,211.88,212.73,206.77,207.83,112930989.0,188.62066666666666,201.35577554312462,175.8855577902087,sell
2024-01-23,211.3,215.65,207.7516,209.14,106605946.0,189.903125,205.92284904048626,173.88340095951372,nan
2024-01-22,212.26,217.8,206.27,208.8,117952527.0,191.01470588235293,209.03174520301695,172.9976665616889,nan
2024-01-19,209.99,213.19,207.56,212.19,102260343.0,192.19111111111113,212.31973970048327,172.06248252173899,nan
2024-01-18,216.88,217.45,208.74,211.88,108595431.0,193.22736842105263,214.77414837342116,171.6805884686841,nan
2024-01-17,214.86,215.67,212.01,215.55,103164400.0,194.3435,217.57039754301434,171.11660245698567,nan
2024-01-16,215.1,223.49,212.18,219.91,115355046.0,196.138,221.45800798203916,170.81799201796085,nan
2024-01-12,220.08,225.34,217.1501,218.89,123043812.0,197.676,224.63192847594013,170.72007152405985,nan
2024-01-11,230.57,230.93,225.37,227.22,105873612.0,199.3585,229.27356381671103,169.44343618328895,nan
2024-01-10,235.1,235.5,231.29,233.94,91628502.0,201.5775,234.8300195721277,168.32498042787228,nan
2024-01-09,238.11,238.9646,232.04,234.96,96705664.0,203.9465,239.6600853702761,168.23291462972387,nan
2024-01-08,236.14,241.25,235.3,240.45,85166580.0,206.714,244.77923397924593,168.64876602075407,nan
2024-01-05,236.86,240.1196,234.9001,237.49,92240035.0,209.5355,247.95804517720995,171.11295482279007,nan
2024-01-04,239.25,242.7,237.73,237.93,102629283.0,212.03650000000002,251.0395289107209,173.03347108927915,nan
2024-01-03,244.98,245.68,236.32,238.45,121082599.0,214.516,253.62027808067205,175.41172191932793,nan
2024-01-02,250.08,251.25,244.41,248.42,104654163.0,217.5725,257.2682348232515,177.8767651767485,nan
2023-12-29,255.1,255.19,247.43,248.48,100891578.0,220.417,260.4253639150353,180.40863608496468,nan
2023-12-28,263.66,265.13,252.71,253.18,113619943.0,223.52949999999996,263.5646332417442,183.4943667582557,nan
2023-12-27,258.35,263.34,257.52,261.44,105853348.0,227.439,266.1618766330298,188.71612336697015,nan
2023-12-26,254.49,257.97,252.91,256.61,86892382.0,231.13799999999998,265.75436157109897,196.52163842890099,nan
2023-12-22,256.76,258.22,251.37,252.54,93370094.0,233.37349999999998,267.42214277378537,199.3248572262146,nan
2023-12-21,251.9,254.7999,248.55,254.5,109594227.0,235.6415,268.9278583722254,202.35514162777466,nan
2023-12-20,256.41,259.84,247.0,247.14,125096987.0,237.5585,268.6819027871735,206.43509721282652,nan
2023-12-19,253.48,258.3399,253.01,257.22,106287276.0,239.81000000000003,269.6967800382149,209.92321996178515,nan
2023-12-18,253.78,258.74,251.36,252.08,116416490.0,241.82000000000002,269.09041659110915,214.5495834088909,nan
2023-12-15,251.21,254.13,248.3,253.5,135932762.0,243.71750000000003,268.45510646635444,218.97989353364562,nan
2023-12-14,241.22,253.88,240.79,251.05,160829239.0,245.27450000000005,267.4946525173602,223.0543474826399,nan
2023-12-13,234.19,240.3,228.2,239.29,146286348.0,246.29450000000003,265.0118237796886,227.5771762203115,nan
2023-12-12,238.55,238.99,233.87,237.01,95328313.0,246.78399999999996,263.8392025092518,229.72879749074815,nan
2023-12-11,242.74,243.441,237.45,239.74,97913888.0,247.074,263.3909094080831,230.75709059191695,nan
2023-12-08,240.27,245.27,239.2701,243.84,103126829.0,247.51799999999997,262.90366879308584,232.13233120691407,nan
2023-12-07,241.55,244.08,236.98,242.64,107142262.0,247.6275,262.8314660684486,232.42353393155136,nan
2023-12-06,242.92,246.57,239.1709,239.37,125905295.0,247.72149999999996,262.6828780325072,232.76012196749275,nan
2023-12-05,233.87,246.66,233.7,238.72,137971115.0,247.76100000000002,262.6173350300916,232.90466496990842,nan
