Date_1,Date_2,Date_3,Predicted_Close_1,Predicted_Close_2,Predicted_Close_3,Actual_Close_1,Actual_Close_2,Actual_Close_3
2024-01-17,2024-01-18,2024-01-19,3.2333512,3.2964349,3.2669783,3.44,3.04,2.735
2024-01-18,2024-01-19,2024-01-22,2.9595413,3.0201938,3.0090787,3.04,2.735,2.42
2024-01-19,2024-01-22,2024-01-23,2.497643,2.5549936,2.5380008,2.735,2.42,2.68
2024-01-22,2024-01-23,2024-01-24,2.0135949,2.067753,2.0499666,2.42,2.68,2.84
2024-01-23,2024-01-24,2024-01-25,1.6039075,1.6508504,1.6337881,2.68,2.84,3.72
2024-01-24,2024-01-25,2024-01-26,1.2823251,1.3284914,1.3098588,2.84,3.72,3.475
2024-01-25,2024-01-26,2024-01-29,1.253198,1.3094709,1.2752894,3.72,3.475,3.4
2024-01-26,2024-01-29,2024-01-30,1.6455467,1.7196325,1.667657,3.475,3.4,3.4
2024-01-29,2024-01-30,2024-01-31,2.4501896,2.5297546,2.4793072,3.4,3.4,3.79
2024-01-30,2024-01-31,2024-02-01,2.8355315,2.899692,2.8851063,3.4,3.79,3.73
2024-01-31,2024-02-01,2024-02-02,2.541042,2.6142561,2.5856218,3.79,3.73,4.45
2024-02-01,2024-02-02,2024-02-05,2.3464088,2.429625,2.3766022,3.73,4.45,4.7
2024-02-02,2024-02-05,2024-02-06,2.4567585,2.5446634,2.4804761,4.45,4.7,4.66
2024-02-05,2024-02-06,2024-02-07,2.89139,2.9778621,2.8980622,4.7,4.66,4.345
2024-02-06,2024-02-07,2024-02-08,3.6084385,3.698263,3.6076655,4.66,4.345,4.49
2024-02-07,2024-02-08,2024-02-09,4.1562047,4.209928,4.1710963,4.345,4.49,4.22
2024-02-08,2024-02-09,2024-02-12,4.082049,4.126843,4.094673,4.49,4.22,4.19
2024-02-09,2024-02-12,2024-02-13,3.9559171,4.0051646,3.9541402,4.22,4.19,4.33
2024-02-12,2024-02-13,2024-02-14,3.7957559,3.8533866,3.774204,4.19,4.33,4.57
2024-02-13,2024-02-14,2024-02-15,3.6805787,3.7437892,3.6648505,4.33,4.57,4.17
2024-02-14,2024-02-15,,3.8066967,3.8561978,,4.57,4.17,
2024-02-15,,,3.751705,,,4.17,,
